"","Project","Site","Plot","Grid","Depth_cm","Event_Time","Time_of_day","Sample_ID","Volume_mL","Evacuation_date_YYYMMDD","Collection_Date_YYYYMMDD","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","EST_EDT","SO4_ppm","SO4_mM","SO4_Conc_flag","SO4_QAQC_flag","Cl_ppm","Cl_mM","Cl_Conc_flag","Cl_QAQC_flag","salinity","Analysis_rundate","Run_notes","Field_notes"
"459","COMPASS","TEMPEST","SW","C3",15,"T5","PM","TMP_SW_C3_20240613_15CM_T5",5,20240613,20240613,916,1557,"EDT",358.378,11.1784,"Within_Range","SO4 checks perc diff out of range",2908.1893,82.0364,"Within_Range",NA,5.2551,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"460","COMPASS","TEMPEST","SW","B4",15,"T5","PM","TMP_SW_B4_20240613_15CM_T5",5,20240613,20240613,937,1544,"EDT",407.5898,12.7133,"Within_Range","SO4 checks perc diff out of range",3154.1253,88.9739,"Within_Range",NA,5.6995,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"461","COMPASS","TEMPEST","SW","I5",15,"T5","PM","TMP_SW_I5_20240613_15CM_T5",5,20240613,20240613,824,1452,"EDT",348.3343,10.8651,"Within_Range","SO4 checks perc diff out of range",3039.0678,85.7283,"Within_Range",NA,5.4916,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"462","COMPASS","TEMPEST","FW","F4",15,"T5","PM","TMP_FW_F4_20240613_15CM_T5",5,20240613,20240613,846,1506,"EDT",5.1154,0.1596,"Within_Range","SO4 checks perc diff out of range",4.5565,0.1285,"Within_Range",NA,0.0083,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"463","COMPASS","TEMPEST","FW","E3",15,"T5","PM","TMP_FW_E3_20240613_15CM_T5",5,20240613,20240613,902,1530,"EDT",2.2338,0.0697,"Within_Range","SO4 checks perc diff out of range",2.913,0.0822,"Within_Range",NA,0.0053,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"464","COMPASS","TEMPEST","FW","C3",15,"T5","PM","TMP_FW_C3_20240613_15CM_T5",5,20240613,20240613,917,1624,"EDT",7.1842,0.2241,"Within_Range","SO4 checks perc diff out of range",4.2773,0.1207,"Within_Range",NA,0.0078,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"465","COMPASS","TEMPEST","FW","D5",15,"T5","PM","TMP_FW_D5_20240613_15CM_T5",5,20240613,20240613,933,1606,"EDT",5.8512,0.1825,"Within_Range","SO4 checks perc diff out of range",4.6767,0.1319,"Within_Range",NA,0.0085,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"466","COMPASS","TEMPEST","FW","F6",15,"T5","PM","TMP_FW_F6_20240613_15CM_T5",5,20240613,20240613,806,1516,"EDT",5.8779,0.1833,"Within_Range","SO4 checks perc diff out of range",3.9461,0.1113,"Within_Range",NA,0.0072,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"467","COMPASS","TEMPEST","FW","I5",15,"T5","PM","TMP_FW_I5_20240613_15CM_T5",5,20240613,20240613,822,1442,"EDT",6.3791,0.199,"Within_Range","SO4 checks perc diff out of range",4.9657,0.1401,"Within_Range",NA,0.009,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"468","COMPASS","TEMPEST","FW","H6",15,"T5","PM","TMP_FW_H6_20240613_15CM_T5",5,20240613,20240613,815,1524,"EDT",5.386,0.168,"Within_Range","SO4 checks perc diff out of range",3.1788,0.0897,"Within_Range",NA,0.0058,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"469","COMPASS","TEMPEST","FW","B4",15,"T5","PM","TMP_FW_B4_20240613_15CM_T5",5,20240613,20240613,933,1606,"EDT",2.0965,0.0654,"Within_Range","SO4 checks perc diff out of range",2.2908,0.0646,"Within_Range",NA,0.0042,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"470","COMPASS","TEMPEST","FW","C6",15,"T5","PM","TMP_FW_C6_20240613_15CM_T5",5,20240613,20240613,943,1537,"EDT",6.1345,0.1913,"Within_Range","SO4 checks perc diff out of range",5.3511,0.1509,"Within_Range",NA,0.0097,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"471","COMPASS","TEMPEST","FW","H3",15,"T5","PM","TMP_FW_H3_20240613_15CM_T5",5,20240613,20240613,834,1456,"EDT",5.5044,0.1717,"Within_Range","SO4 checks perc diff out of range",4.0385,0.1139,"Within_Range",NA,0.0073,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"472","COMPASS","TEMPEST","SW","H6",15,"T6",NA,"TMP_SW_H6_20240614_15CM_T6",5,20240613,20240614,1446,1415,"EDT",301.5896,9.407,"Within_Range","SO4 checks perc diff out of range",2431.2852,68.5835,"Within_Range",NA,4.3934,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"473","COMPASS","TEMPEST","SW","C6",15,"T6",NA,"TMP_SW_C6_20240614_15CM_T6",5,20240613,20240614,1539,1459,"EDT",146.6066,4.5729,"Within_Range","SO4 checks perc diff out of range",1706.9512,48.151,"Within_Range",NA,3.0845,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"474","COMPASS","TEMPEST","SW","D5",15,"T6",NA,"TMP_SW_D5_20240614_15CM_T6",5,20240613,20240614,1529,1453,"EDT",227.2455,7.0881,"Within_Range","SO4 checks perc diff out of range",2202.2372,62.1223,"Within_Range",NA,3.9795,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"475","COMPASS","TEMPEST","SW","B4",15,"T6",NA,"TMP_SW_B4_20240614_15CM_T6",5,20240613,20240614,1544,1506,"EDT",407.0631,12.6969,"Within_Range","SO4 checks perc diff out of range",3177.8905,89.6443,"Within_Range",NA,5.7425,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"476","COMPASS","TEMPEST","SW","F6",15,"T6",NA,"TMP_SW_F6_20240614_15CM_T6",5,20240613,20240614,1519,1420,"EDT",360.985,11.2597,"Within_Range","SO4 checks perc diff out of range",2961.1018,83.529,"Within_Range",NA,5.3507,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"477","COMPASS","TEMPEST","SW","C3",15,"T6",NA,"TMP_SW_C3_20240614_15CM_T6",5,20240613,20240614,1557,1443,"EDT",379.508,11.8374,"Within_Range","SO4 checks perc diff out of range",3066.6242,86.5056,"Within_Range",NA,5.5414,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"478","COMPASS","TEMPEST","FW","C6",15,"T6",NA,"TMP_FW_C6_20240614_15CM_T6",5,20240613,20240614,1537,1455,"EDT",6.1299,0.1912,"Within_Range","SO4 checks perc diff out of range",4.7797,0.1348,"Within_Range",NA,0.0087,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"479","COMPASS","TEMPEST","FW","B4",15,"T6",NA,"TMP_FW_B4_20240614_15CM_T6",5,20240613,20240614,1606,1514,"EDT",2.5822,0.0805,"Within_Range","SO4 checks perc diff out of range",4.5615,0.1287,"Within_Range",NA,0.0083,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"480","COMPASS","TEMPEST","FW","H3",15,"T6",NA,"TMP_FW_H3_20240614_15CM_T6",5,20240613,20240614,1456,1546,"EDT",6.0209,0.1878,"Within_Range","SO4 checks perc diff out of range",10.2349,0.2887,"Within_Range",NA,0.0185,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"481","COMPASS","TEMPEST","FW","F6",15,"T6",NA,"TMP_FW_F6_20240614_15CM_T6",5,20240613,20240614,1516,1430,"EDT",5.6001,0.1747,"Within_Range","SO4 checks perc diff out of range",9.9676,0.2812,"Within_Range",NA,0.018,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"482","COMPASS","TEMPEST","FW","F4",15,"T6",NA,"TMP_FW_F4_20240614_15CM_T6",5,20240613,20240614,1506,1535,"EDT",5.6148,0.1751,"Within_Range","SO4 checks perc diff out of range",4.2794,0.1207,"Within_Range",NA,0.0078,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"483","COMPASS","TEMPEST","FW","I5",15,"T6",NA,"TMP_FW_I5_20240614_15CM_T6",5,20240613,20240614,1442,1342,"EDT",5.922,0.1847,"Within_Range","SO4 checks perc diff out of range",7.6508,0.2158,"Within_Range",NA,0.0139,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"484","COMPASS","TEMPEST","FW","E3",15,"T6",NA,"TMP_FW_E3_20240614_15CM_T6",5,20240613,20240614,1530,1529,"EDT",2.4821,0.0774,"Within_Range","SO4 checks perc diff out of range",4.3157,0.1217,"Within_Range",NA,0.0078,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"485","COMPASS","TEMPEST","FW","C3",15,"T6",NA,"TMP_FW_C3_20240614_15CM_T6",5,20240613,20240614,1624,1518,"EDT",6.8112,0.2125,"Within_Range","SO4 checks perc diff out of range",5.0463,0.1423,"Within_Range",NA,0.0091,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"486","COMPASS","TEMPEST","FW","D5",15,"T6",NA,"TMP_FW_D5_20240614_15CM_T6",5,20240613,20240614,1612,1424,"EDT",6.1648,0.1923,"Within_Range","SO4 checks perc diff out of range",4.8202,0.136,"Within_Range",NA,0.0087,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"487","COMPASS","TEMPEST","FW","H6",15,"T6",NA,"TMP_FW_H6_20240614_15CM_T6",5,20240613,20240614,1524,1422,"EDT",5.202,0.1623,"Within_Range","SO4 checks perc diff out of range",3.8111,0.1075,"Within_Range",NA,0.0069,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"488","COMPASS","TEMPEST","SW","B4",15,NA,NA,"TMP_SW_B4_20240617_15CM",5,20240614,20240617,1506,1112,"EDT",377.1778,11.7647,"Within_Range","SO4 checks perc diff out of range",3158.9624,89.1104,"Within_Range",NA,5.7083,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"489","COMPASS","TEMPEST","SW","D5",15,NA,NA,"TMP_SW_D5_20240617_15CM",5,20240614,20240617,1453,1106,"EDT",187.6578,5.8533,"Within_Range","SO4 checks perc diff out of range",2035.305,57.4134,"Within_Range",NA,3.6778,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"490","COMPASS","TEMPEST","SW","C3",15,NA,NA,"TMP_SW_C3_20240617_15CM",5,20240614,20240617,1443,1124,"EDT",288.9939,9.0142,"Within_Range","SO4 checks perc diff out of range",2810.0972,79.2693,"Within_Range",NA,5.0779,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"491","COMPASS","TEMPEST","SW","F6",15,NA,NA,"TMP_SW_F6_20240617_15CM",5,20240614,20240617,1420,1040,"EDT",347.0077,10.8237,"Within_Range","SO4 checks perc diff out of range",2983.5108,84.1611,"Within_Range",NA,5.3912,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"492","COMPASS","TEMPEST","FW","F4",15,NA,NA,"TMP_FW_F4_20240617_15CM",5,20240614,20240617,1535,958,"EDT",4.0044,0.1249,"Within_Range","SO4 checks perc diff out of range",5.1069,0.1441,"Within_Range",NA,0.0093,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"493","COMPASS","TEMPEST","FW","I5",15,NA,NA,"TMP_FW_I5_20240617_15CM",5,20240614,20240617,1342,936,"EDT",3.6686,0.1144,"Within_Range","SO4 checks perc diff out of range",5.7181,0.1613,"Within_Range",NA,0.0104,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"494","COMPASS","TEMPEST","FW","C6",15,NA,NA,"TMP_FW_C6_20240617_15CM",5,20240614,20240617,1455,1024,"EDT",3.2407,0.1011,"Within_Range","SO4 checks perc diff out of range",4.4946,0.1268,"Within_Range",NA,0.0081,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"495","COMPASS","TEMPEST","FW","D5",15,NA,NA,"TMP_FW_D5_20240617_15CM",NA,20240614,20240617,1434,1015,"EDT",5.421,0.1691,"Within_Range","SO4 checks perc diff out of range",4.4245,0.1248,"Within_Range",NA,0.008,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ","112 mL extracted but no volumes filled in on field sheet; AES to check"
"496","COMPASS","TEMPEST","FW","I5",15,NA,NA,"TMP_FW_I5_20240624_15CM",5,20240621,20240624,1221,1050,"EDT",0.6547,0.0204,"Within_Range","SO4 checks perc diff out of range",5.8991,0.1664,"Within_Range",NA,0.0107,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"497","COMPASS","TEMPEST","FW","C6",15,NA,NA,"TMP_FW_C6_20240624_15CM",5,20240621,20240624,1210,1029,"EDT",1.5627,0.0487,"Within_Range","SO4 checks perc diff out of range",13.9322,0.393,"Within_Range",NA,0.0252,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"498","COMPASS","TEMPEST","SW","F6",15,NA,NA,"TMP_SW_F6_20240624_15CM",5,20240621,20240624,1202,1012,"EDT",214.622,6.6944,"Within_Range","SO4 checks perc diff out of range",2149.4237,60.6325,"Within_Range",NA,3.884,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"499","COMPASS","TEMPEST","SW","C3",15,NA,NA,"TMP_SW_C3_20240624_15CM",5,20240621,20240624,1154,956,"EDT",201.5378,6.2863,"Within_Range","SO4 checks perc diff out of range",2857.1545,80.5967,"Within_Range",NA,5.1629,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"500","COMPASS","TEMPEST","SW","B4",15,NA,NA,"TMP_SW_B4_20240624_15CM",5,20240621,20240624,1157,1005,"EDT",312.1626,9.7368,"Within_Range","SO4 checks perc diff out of range",2969.5678,83.7678,"Within_Range",NA,5.366,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"501","COMPASS","TEMPEST","FW","Sourcewater",NA,NA,"AM","TMP_FW_SOURCEWATER_20240613_AM",5,NA,20240613,NA,853,NA,8.5959,0.2681,"Within_Range","SO4 checks perc diff out of range",4.483,0.1265,"Within_Range",NA,0.0081,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"502","COMPASS","TEMPEST","FW","Sourcewater",NA,NA,"PM","TMP_FW_SOURCEWATER_20240611_PM",5,NA,20240611,NA,1550,NA,8.5342,0.2662,"Within_Range","SO4 checks perc diff out of range",3.9184,0.1105,"Within_Range",NA,0.0071,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"503","COMPASS","TEMPEST","FW","Sourcewater",NA,NA,"PM","TMP_FW_SOURCEWATER_20240612_PM",5,NA,20240612,NA,1554,NA,8.667,0.2703,"Within_Range","SO4 checks perc diff out of range",3.9375,0.1111,"Within_Range",NA,0.0071,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"504","COMPASS","TEMPEST","FW","Sourcewater",NA,NA,"AM","TMP_FW_SOURCEWATER_20240611_AM",5,NA,20240611,NA,834,NA,8.3255,0.2597,"Within_Range","SO4 checks perc diff out of range",4.5192,0.1275,"Within_Range",NA,0.0082,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"505","COMPASS","TEMPEST","FW","Sourcewater",NA,NA,"MID","TMP_FW_SOURCEWATER_20240611_MID",5,NA,20240611,NA,1232,NA,8.1301,0.2536,"Within_Range","SO4 checks perc diff out of range",3.5151,0.0992,"Within_Range",NA,0.0064,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"506","COMPASS","TEMPEST","FW","Sourcewater",NA,NA,"MID","TMP_FW_SOURCEWATER_20240613_MID",5,NA,20240613,NA,1257,NA,7.9322,0.2474,"Within_Range","SO4 checks perc diff out of range",3.8858,0.1096,"Within_Range",NA,0.007,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"507","COMPASS","TEMPEST","FW","Sourcewater",NA,NA,"MID","TMP_FW_SOURCEWATER_20240612_MID",5,NA,20240612,NA,1255,NA,7.974,0.2487,"Within_Range","SO4 checks perc diff out of range",3.1488,0.0888,"Within_Range",NA,0.0057,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"508","COMPASS","TEMPEST","FW","Sourcewater",NA,NA,"AM","TMP_FW_SOURCEWATER_20240612_AM",5,NA,20240612,NA,900,NA,8.9432,0.279,"Within_Range","SO4 checks perc diff out of range",4.6792,0.132,"Within_Range",NA,0.0085,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"509","COMPASS","TEMPEST","FW","Sourcewater",NA,NA,"PM","TMP_FW_SOURCEWATER_20240613_PM",5,NA,20240613,NA,1615,NA,8.4073,0.2622,"Within_Range","SO4 checks perc diff out of range",4.0132,0.1132,"Within_Range",NA,0.0073,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"510","COMPASS","TEMPEST","ESTUARY","Sourcewater",NA,NA,"AM","TMP_ESTUARY_SOURCEWATER_20240613_AM",5,NA,20240613,NA,1033,NA,511.3148,15.9487,"Within_Range","SO4 checks perc diff out of range",3859.6824,108.8768,"Within_Range",NA,6.9745,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ","high tide"
"511","COMPASS","TEMPEST","ESTUARY","Sourcewater",NA,NA,"AM","TMP_ESTUARY_SOURCEWATER_20240612_AM",5,NA,20240612,NA,1008,NA,491.0263,15.3159,"Within_Range","SO4 checks perc diff out of range",3784.5568,106.7576,"Within_Range",NA,6.8387,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ","high tide"
"512","COMPASS","TEMPEST","ESTUARY","Sourcewater",NA,NA,"AM","TMP_ESTUARY_SOURCEWATER_20240611_AM",5,NA,20240611,NA,940,NA,428.4834,13.365,"Within_Range","SO4 checks perc diff out of range",3269.2374,92.2211,"Within_Range",NA,5.9075,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ","high tide"
"513","COMPASS","TEMPEST","ESTUARY","Sourcewater",NA,NA,"AM","TMP_ESTUARY_SOURCEWATER_20240611_AM",5,NA,20240611,NA,940,NA,464.2414,14.4804,"Within_Range","SO4 checks perc diff out of range",3491.7519,98.4979,"Within_Range",NA,6.3096,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ","high tide"
"514","COMPASS","TEMPEST","ESTUARY","Sourcewater",NA,NA,"AM","TMP_ESTUARY_SOURCEWATER_20240613_AM",5,NA,20240613,NA,1033,NA,509.2368,15.8839,"Within_Range","SO4 checks perc diff out of range",3860.8575,108.9099,"Within_Range",NA,6.9766,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ","high tide"
"515","COMPASS","TEMPEST","ESTUARY","Sourcewater",NA,NA,"AM","TMP_ESTUARY_SOURCEWATER_20240612_AM",5,NA,20240612,NA,1008,NA,457.0698,14.2567,"Within_Range","SO4 checks perc diff out of range",3463.6409,97.705,"Within_Range",NA,6.2588,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ","high tide"
"516","COMPASS","TEMPEST","SW","Sourcewater",NA,NA,"MID","TMP_SW_SOURCEWATER_20240611_MID",5,NA,20240611,NA,1247,NA,483.8673,15.0926,"Within_Range","SO4 checks perc diff out of range",3667.6635,103.4602,"Within_Range",NA,6.6275,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"517","COMPASS","TEMPEST","SW","Sourcewater",NA,NA,"MID","TMP_SW_SOURCEWATER_20240612_MID",5,NA,20240612,NA,1230,NA,432.8411,13.501,"Within_Range","SO4 checks perc diff out of range",3280.067,92.5266,"Within_Range",NA,5.9271,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"518","COMPASS","TEMPEST","SW","Sourcewater",NA,NA,"AM","TMP_SW_SOURCEWATER_20240613_AM",5,NA,20240613,NA,838,NA,467.8069,14.5916,"Within_Range","SO4 checks perc diff out of range",3535.5176,99.7325,"Within_Range",NA,6.3887,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"519","COMPASS","TEMPEST","SW","Sourcewater",NA,NA,"PM","TMP_SW_SOURCEWATER_20240611_PM",5,NA,20240611,NA,1550,NA,419.2784,13.0779,"Within_Range","SO4 checks perc diff out of range",3194.8201,90.1219,"Within_Range",NA,5.7731,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"520","COMPASS","TEMPEST","SW","Sourcewater",NA,NA,"AM","TMP_SW_SOURCEWATER_20240612_AM",5,NA,20240612,NA,845,NA,450.6764,14.0573,"Within_Range","SO4 checks perc diff out of range",3400.7436,95.9307,"Within_Range",NA,6.1452,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"521","COMPASS","TEMPEST","SW","Sourcewater",NA,NA,"MID","TMP_SW_SOURCEWATER_20240613_MID",5,NA,20240613,NA,1228,NA,453.8037,14.1548,"Within_Range","SO4 checks perc diff out of range",3426.8123,96.6661,"Within_Range",NA,6.1923,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"522","COMPASS","TEMPEST","SW","Sourcewater",NA,NA,"PM","TMP_SW_SOURCEWATER_20240613_PM",5,NA,20240613,NA,1548,NA,458.2906,14.2948,"Within_Range","SO4 checks perc diff out of range",3466.6049,97.7886,"Within_Range",NA,6.2642,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"523","COMPASS","TEMPEST","SW","Sourcewater",NA,NA,"AM","TMP_SW_SOURCEWATER_20240611_AM",5,NA,20240611,NA,847,NA,455.0348,14.1932,"Within_Range","SO4 checks perc diff out of range",3421.0234,96.5028,"Within_Range",NA,6.1818,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"524","COMPASS","TEMPEST","SW","Sourcewater",NA,NA,"PM","TMP_SW_SOURCEWATER_20240612_PM",5,NA,20240612,NA,1535,NA,445.5297,13.8967,"Within_Range","SO4 checks perc diff out of range",3368.9869,95.0349,"Within_Range",NA,6.0878,"2025-08-18","All std 1's and one std 2 were lower than the expected concentration. 
  The 5th dup had a high CV for Cl
  ",NA
"525","COMPASS","TEMPEST","SW","H6",15,NA,NA,"TMP_SW_H6_20250131_15CM",5,20250128,20250131,1300,1400,"EST",5.468,0.1706,"Within_Range",NA,16.8967,0.4766,"Within_Range",NA,0.0306,"2025-12-05",NA,"colored; sub-sampled in lab at 1532"
"526","COMPASS","TEMPEST","SW","D5",15,NA,NA,"TMP_SW_D5_20250131_15CM",5,20250128,20250131,1249,1345,"EST",41.6773,1.3,"Within_Range",NA,101.2364,2.8558,"Within_Range",NA,0.183,"2025-12-05",NA,"colored; sub-sampled in the lab at 1508"
"527","COMPASS","TEMPEST","SW","F4",15,NA,NA,"TMP_SW_F4_20250131_15CM",5,20250128,20250131,1255,1351,"EST",15.3988,0.4803,"Within_Range",NA,89.1587,2.5151,"Within_Range",NA,0.1611,"2025-12-05",NA,"colored; sub-sampled in lab at 1516"
"528","COMPASS","TEMPEST","SW","I5",15,NA,NA,"TMP_SW_I5_20250131_15CM",5,20250128,20250131,1304,1359,"EST",65.919,2.0561,"Within_Range",NA,261.4767,7.3759,"Within_Range",NA,0.4725,"2025-12-05",NA,"colored; sub-sampled in the lab at 1500"
"529","COMPASS","TEMPEST","SW","E3",15,NA,NA,"TMP_SW_E3_20250131_15CM",5,20250128,20250131,1257,1355,"EST",63.0333,1.9661,"Within_Range",NA,228.4353,6.4439,"Within_Range",NA,0.4128,"2025-12-05",NA,"clear; sub-sampled in the lab at 1512"
"530","COMPASS","TEMPEST","SW","C3",15,NA,NA,"TMP_SW_C3_20250131_15CM",5,20250128,20250131,1349,1308,"EST",75.5324,2.356,"Within_Range",NA,264.2205,7.4533,"Within_Range",NA,0.4775,"2025-12-05",NA,"colored; field collection"
"531","COMPASS","TEMPEST","SW","F6",15,NA,NA,"TMP_SW_F6_20250131_15CM",5,20250128,20250131,1253,1347,"EST",64.6348,2.0161,"Within_Range",NA,253.9572,7.1638,"Within_Range",NA,0.4589,"2025-12-05",NA,"colored; sub-sampled in the lab at 1525"
"532","COMPASS","TEMPEST","SW","B4",15,NA,NA,"TMP_SW_B4_20250131_15CM",5,20250128,20250131,1244,1252,"EST",63.8115,1.9904,"Within_Range",NA,392.6059,11.0749,"Within_Range",NA,0.7095,"2025-12-05",NA,"colored; field collection"
"533","COMPASS","TEMPEST","SW","C3",15,NA,NA,"TMP_SW_C3_20250204_15CM",5,20250131,20250204,1252,1210,"EST",54.9103,1.7127,"Within_Range",NA,129.0376,3.64,"Within_Range",NA,0.2332,"2025-12-05",NA,"colored"
"534","COMPASS","TEMPEST","SW","H3",15,NA,NA,"TMP_SW_H3_20250204_15CM",5,20250131,20250204,1357,1317,"EST",14.9597,0.4666,"Within_Range",NA,46.1479,1.3018,"Within_Range",NA,0.0834,"2025-12-05",NA,"colored"
